user_id,book_id,age,browsing_time_sec,added_to_cart,book_genre,past_purchase_history,num_books_bought,avg_rating_given,will_buy
user_432,book_2352,43,439,No,Biography,None,12,1.3,0
user_433,book_1997,38,240,Yes,Fiction,None,1,4.2,1
user_434,book_1932,62,419,Yes,Romance,Frequent,10,3.1,1
user_435,book_2320,23,548,No,Fantasy,Moderate,10,4.8,1
user_436,book_1088,34,447,Yes,History,None,6,2.1,1
user_437,book_1958,24,492,No,Romance,Moderate,5,2.2,0
user_438,book_1498,58,128,No,Mystery,Few,13,1.0,0
user_439,book_1655,28,570,No,Sci-fi,None,1,2.9,0
user_440,book_2212,25,321,No,Mystery,None,4,4.5,0
user_441,book_2664,62,158,No,Mystery,Frequent,13,3.1,0
user_442,book_2595,36,392,No,Biography,Few,0,3.7,0
user_443,book_2336,24,519,Yes,Fiction,Moderate,9,1.7,1
user_444,book_1429,66,120,No,Non-fiction,Moderate,18,3.7,0
user_445,book_1300,40,458,Yes,Fiction,Frequent,8,3.8,1
user_446,book_1349,23,153,No,Romance,Frequent,17,3.4,0
user_447,book_365,30,318,No,Fiction,Moderate,8,2.8,1
user_448,book_813,35,490,No,Fiction,Few,5,3.9,0
user_449,book_921,36,93,No,Sci-fi,Few,9,1.8,0
user_450,book_2678,61,379,Yes,Mystery,None,8,2.6,1
user_451,book_2849,67,152,No,Sci-fi,Frequent,5,2.5,0
user_452,book_1482,68,577,No,Romance,None,10,1.8,0
user_453,book_1605,34,496,No,Mystery,Few,5,3.3,0
user_454,book_2268,25,345,No,Romance,Moderate,9,3.4,1
user_455,book_2414,67,50,No,Romance,None,7,3.7,0
user_456,book_2854,26,98,Yes,Fantasy,Few,11,1.9,1
user_457,book_2500,45,263,Yes,Romance,Moderate,14,3.2,1
user_458,book_2441,29,253,No,Mystery,Moderate,12,2.0,0
user_459,book_148,22,550,No,Non-fiction,Few,6,2.7,0
user_460,book_2669,59,148,No,Fantasy,None,4,3.5,0
user_461,book_501,40,236,No,Biography,Frequent,1,2.8,0
user_462,book_990,45,537,No,Mystery,Few,14,4.6,1
user_463,book_848,67,12,No,Sci-fi,Moderate,18,3.1,0
user_464,book_1405,40,300,No,Fiction,Few,13,3.8,0
user_465,book_236,47,81,No,Biography,None,1,1.5,0
user_466,book_1069,50,528,No,Fiction,Frequent,17,1.6,1
user_467,book_2397,48,180,No,History,None,8,1.6,0
user_468,book_2470,59,422,No,Mystery,Few,18,4.2,1
user_469,book_122,59,363,Yes,Fantasy,None,16,3.9,1
user_470,book_1800,63,423,No,History,Moderate,0,1.3,0
user_471,book_1094,24,207,No,Biography,Few,0,2.9,0
user_472,book_2289,26,92,Yes,Biography,None,18,1.6,1
user_473,book_2449,47,539,No,Fantasy,None,18,4.8,1
user_474,book_2549,58,147,No,Biography,Moderate,17,3.7,0
user_475,book_2796,25,429,Yes,Mystery,Moderate,11,1.9,1
user_476,book_2133,49,550,No,Mystery,Moderate,8,2.6,1
user_477,book_1510,47,248,No,Fantasy,Moderate,9,4.6,1
user_478,book_2170,42,480,No,History,Frequent,1,3.1,0
user_479,book_1371,41,436,No,Fantasy,Few,13,3.2,0
user_480,book_2063,38,429,No,Romance,None,8,1.2,0
user_481,book_1734,23,428,Yes,Mystery,Moderate,16,4.2,1
user_482,book_1130,23,208,Yes,Sci-fi,Moderate,7,2.3,1
user_483,book_167,35,46,No,Mystery,Few,1,4.4,0
user_484,book_2783,56,94,No,Biography,Frequent,14,3.1,0
user_485,book_1315,61,458,Yes,Biography,Frequent,14,1.9,1
user_486,book_344,54,236,No,Biography,Few,12,2.1,0
user_487,book_104,19,596,No,Fiction,Frequent,6,2.8,1
user_488,book_884,35,193,Yes,Biography,Moderate,12,1.4,1
user_489,book_1028,39,480,No,Romance,Moderate,0,2.3,0
user_490,book_2121,34,480,Yes,Fiction,Few,6,4.1,1
user_491,book_1679,51,119,No,Romance,Frequent,11,4.5,1
user_492,book_1806,39,314,No,Fiction,Frequent,7,3.5,1
user_493,book_734,21,30,No,Romance,None,13,3.8,0
user_494,book_228,51,247,No,History,Frequent,13,1.8,0
user_495,book_1914,44,292,Yes,Mystery,Moderate,11,3.8,1
user_496,book_1469,68,143,No,Mystery,Moderate,3,3.4,0
user_497,book_2989,62,236,No,History,None,16,4.4,0
user_498,book_1242,64,370,No,Fiction,None,5,2.0,0
user_499,book_2356,37,547,No,Non-fiction,Frequent,10,1.5,1
user_500,book_2376,26,483,No,Fiction,Moderate,7,1.9,1
user_501,book_2121,66,126,No,Fiction,Moderate,8,4.2,1
user_502,book_577,57,207,No,Romance,Moderate,3,1.1,0
user_503,book_1879,19,412,Yes,Non-fiction,Frequent,11,4.3,1
user_504,book_383,40,291,Yes,Sci-fi,None,17,3.8,1
user_505,book_1469,26,230,No,Sci-fi,None,1,2.8,0
user_506,book_563,68,330,No,Biography,Frequent,12,3.4,1
user_507,book_1163,59,417,Yes,Fiction,Frequent,0,1.5,1
user_508,book_1657,51,522,No,Non-fiction,None,12,3.1,0
user_509,book_1702,46,45,No,Sci-fi,Few,9,3.2,0
user_510,book_1670,30,569,No,Mystery,Moderate,11,1.1,1
user_511,book_2385,47,192,No,Biography,Moderate,14,4.9,1
user_512,book_2798,29,161,No,Fantasy,Moderate,7,1.2,0
user_513,book_889,22,54,No,Biography,Frequent,9,3.8,0
user_514,book_2335,63,459,No,Biography,Frequent,18,2.3,1
user_515,book_2293,60,281,No,Non-fiction,Moderate,4,2.6,0
user_516,book_2349,62,55,No,Romance,None,17,1.6,0
user_517,book_453,33,107,Yes,Fiction,None,9,1.9,1
user_518,book_480,21,141,No,Fiction,Moderate,18,1.9,0
user_519,book_865,51,117,No,Sci-fi,Frequent,18,4.4,1
user_520,book_120,62,180,Yes,History,Frequent,8,2.6,1
user_521,book_1104,36,397,No,Mystery,Frequent,10,4.5,1
user_522,book_416,30,31,No,Romance,None,13,4.1,0
user_523,book_2371,64,263,No,Fantasy,None,16,1.9,0
user_524,book_568,36,178,Yes,Fiction,Moderate,3,1.7,1
user_525,book_1219,26,400,No,Non-fiction,Moderate,9,2.6,1
user_526,book_1137,21,22,Yes,Non-fiction,Moderate,17,1.7,1
user_527,book_2414,31,477,No,Biography,Few,14,3.9,0
user_528,book_643,38,435,No,History,Frequent,18,1.2,1
user_529,book_931,25,274,No,History,None,7,1.1,0
user_530,book_2222,19,502,No,Non-fiction,Frequent,17,4.7,1
user_531,book_1866,46,204,No,Fantasy,None,5,1.0,0
user_532,book_129,18,394,Yes,History,None,17,4.9,1
user_533,book_1224,53,78,No,Romance,Few,3,1.4,0
user_534,book_2406,63,44,No,Fantasy,None,7,3.0,0
user_535,book_580,24,160,Yes,Romance,Few,7,1.7,1
user_536,book_110,25,435,No,Biography,None,2,4.2,0
user_537,book_2887,38,278,Yes,History,Moderate,2,2.3,1
user_538,book_963,62,572,No,Romance,None,4,1.6,0
user_539,book_1457,39,350,Yes,Mystery,None,9,1.1,1
user_540,book_2552,61,569,No,Non-fiction,Frequent,4,4.1,1
user_541,book_2896,38,241,Yes,Romance,Few,19,1.4,1
user_542,book_764,27,457,Yes,Romance,None,10,1.3,1
user_543,book_2065,36,271,No,Fantasy,None,16,1.9,0
user_544,book_126,44,52,Yes,Fiction,Moderate,10,4.2,1
user_545,book_1309,33,470,No,Sci-fi,None,2,1.3,0
user_546,book_1804,39,192,Yes,Sci-fi,Frequent,18,1.5,1
user_547,book_1684,56,558,No,Mystery,Frequent,6,2.4,1
user_548,book_2052,23,103,No,Biography,None,6,1.9,0
user_549,book_2437,44,552,No,Sci-fi,Moderate,3,2.7,0
user_550,book_1790,41,412,No,Fiction,Moderate,9,4.1,1
user_551,book_1367,69,203,Yes,Fiction,Frequent,14,3.6,1
user_552,book_1637,24,148,No,Fiction,Moderate,7,2.5,0
user_553,book_1714,30,337,No,Biography,None,13,3.7,0
user_554,book_2085,38,241,No,Biography,Few,12,3.2,0
user_555,book_1742,66,588,No,Mystery,Frequent,11,1.0,1
user_556,book_1220,40,359,No,Non-fiction,Moderate,8,4.1,1
user_557,book_2302,56,411,No,Non-fiction,None,7,3.7,0
user_558,book_309,53,67,No,Mystery,None,14,3.1,0
user_559,book_2270,61,402,No,Fiction,None,8,1.1,0
user_560,book_1675,61,295,No,Biography,Moderate,7,3.1,0
user_561,book_1624,52,198,No,Fantasy,Few,0,1.5,0
user_562,book_432,27,132,No,Fantasy,Few,16,1.3,0
user_563,book_1120,25,394,No,Non-fiction,Frequent,11,4.4,1
user_564,book_194,46,71,No,Fantasy,Moderate,1,2.4,0
user_565,book_397,27,511,No,Non-fiction,Few,2,2.9,0
user_566,book_2953,61,37,No,History,Frequent,5,1.8,0
user_567,book_2969,45,349,Yes,Romance,Frequent,19,2.4,1
user_568,book_1598,49,585,No,Romance,Frequent,16,2.3,1
user_569,book_1465,58,555,No,Romance,Frequent,17,3.5,1
user_570,book_1465,30,234,No,History,Frequent,18,2.7,0
user_571,book_784,25,432,No,Fantasy,Few,13,3.3,0
user_572,book_1116,39,70,No,Non-fiction,Moderate,16,4.0,0
user_573,book_792,62,54,No,Romance,Moderate,7,1.7,0
user_574,book_2626,57,513,Yes,Fantasy,Moderate,1,4.8,1
user_575,book_1068,36,206,No,Mystery,Moderate,8,3.5,0
user_576,book_2542,67,58,Yes,Mystery,Frequent,2,1.8,1
user_577,book_1922,21,330,No,Non-fiction,Moderate,6,3.2,1
user_578,book_2950,45,330,Yes,Biography,Frequent,15,1.0,1
user_579,book_2290,52,54,No,Fantasy,Few,6,1.6,0
user_580,book_139,69,16,No,Mystery,Moderate,18,4.4,1
user_581,book_1585,56,357,No,Mystery,None,0,2.5,0
user_582,book_1498,18,486,No,Mystery,None,7,1.8,0
user_583,book_1225,49,577,No,Mystery,Few,11,1.0,0
user_584,book_2780,22,378,No,Non-fiction,None,10,2.6,0
user_585,book_2070,56,598,No,Mystery,None,6,2.6,0
user_586,book_1388,63,236,No,Sci-fi,Moderate,6,1.3,0
user_587,book_1478,63,249,Yes,Sci-fi,Moderate,3,4.9,1
user_588,book_2701,55,514,No,Biography,Few,10,2.2,0
user_589,book_1111,30,114,No,Romance,Frequent,2,4.3,0
user_590,book_1181,67,174,Yes,Mystery,Few,7,1.7,1
user_591,book_2783,20,260,No,Mystery,None,14,1.1,0
user_592,book_2563,40,442,Yes,Mystery,None,1,5.0,1
user_593,book_2709,23,231,Yes,Fiction,None,6,1.5,1
user_594,book_1603,45,18,No,Fiction,Moderate,15,2.2,0
user_595,book_1813,50,434,No,Biography,Moderate,3,1.7,0
user_596,book_2252,28,472,No,Sci-fi,Frequent,14,2.8,1
user_597,book_406,43,262,No,Fiction,None,12,4.4,0
user_598,book_303,24,361,No,History,Frequent,17,4.6,1
user_599,book_1292,34,353,No,Non-fiction,Moderate,1,3.8,0
user_600,book_2175,67,266,No,Sci-fi,Moderate,16,3.4,0
user_601,book_1266,44,289,No,Romance,Moderate,1,2.0,0
user_602,book_1206,66,325,No,Mystery,Moderate,2,2.8,0
user_603,book_2210,46,435,No,Mystery,Moderate,8,1.6,1
user_604,book_2351,67,205,Yes,Mystery,None,8,1.6,1
user_605,book_1982,45,261,Yes,Non-fiction,None,15,1.4,1
user_606,book_1627,32,450,No,Fantasy,Frequent,17,1.2,1
user_607,book_2148,48,74,Yes,History,Few,9,2.9,1
user_608,book_1254,24,228,No,Biography,Frequent,11,2.9,0
user_609,book_2468,54,394,No,Romance,None,9,1.5,0
user_610,book_103,24,259,No,Mystery,Frequent,16,3.4,0
user_611,book_2002,28,478,No,Sci-fi,Few,4,4.8,0
user_612,book_2233,56,148,No,Fantasy,None,10,4.4,0
user_613,book_1276,61,522,No,Romance,Few,8,3.5,0
user_614,book_642,18,155,Yes,Fantasy,Moderate,16,1.7,1
user_615,book_86,42,445,No,Fiction,Moderate,6,3.0,1
user_616,book_1203,23,483,No,Biography,Frequent,0,4.3,1
user_617,book_1880,48,179,Yes,Romance,Few,19,1.3,1
user_618,book_596,27,454,No,Romance,Frequent,10,3.2,1
user_619,book_1984,55,399,Yes,Biography,Frequent,4,1.8,1
user_620,book_428,20,514,No,Biography,Frequent,11,3.8,1
user_621,book_366,37,232,No,History,Frequent,0,2.1,0
user_622,book_1147,58,47,Yes,Fiction,None,6,1.7,1
user_623,book_80,43,288,No,Romance,None,17,1.8,0
user_624,book_467,47,38,No,Non-fiction,Frequent,5,4.7,0
user_625,book_1379,68,88,No,Sci-fi,Few,18,2.0,0
user_626,book_188,33,418,No,Sci-fi,None,4,4.8,0
user_627,book_403,48,175,No,Fantasy,Few,8,4.3,0
user_628,book_2941,39,264,No,Fiction,Frequent,7,2.0,0
user_629,book_2984,61,387,Yes,History,None,4,2.1,1
user_630,book_612,26,416,No,History,None,2,3.0,0
user_631,book_1483,67,215,No,Mystery,Few,3,1.8,0
user_632,book_2692,59,201,Yes,History,Frequent,13,4.1,1
user_633,book_806,62,245,No,Mystery,Frequent,2,2.5,0
user_634,book_646,21,264,No,Romance,Few,16,2.4,0
user_635,book_1967,60,527,No,Sci-fi,Frequent,2,4.3,1
user_636,book_1275,66,382,Yes,Fiction,None,5,2.9,1
user_637,book_1337,64,284,No,Non-fiction,Frequent,4,1.1,0
user_638,book_582,51,186,No,History,Moderate,14,4.4,1
user_639,book_1232,66,554,No,History,Moderate,6,3.8,1
user_640,book_773,29,353,No,Mystery,Moderate,19,2.1,1
user_641,book_2102,21,575,No,Romance,Few,2,2.0,0
user_642,book_2927,25,513,No,Romance,Frequent,12,1.4,1
user_643,book_128,27,217,No,Mystery,Frequent,0,1.6,0
user_644,book_727,50,112,No,Sci-fi,Moderate,11,1.2,0
user_645,book_1580,59,303,Yes,History,Moderate,5,3.0,1
user_646,book_2536,49,436,No,History,Few,15,4.0,0
user_647,book_2146,52,228,No,History,Frequent,1,1.3,0
user_648,book_500,65,30,No,Biography,Few,17,4.1,0
user_649,book_2267,18,35,Yes,Biography,Moderate,2,1.9,1
user_650,book_2421,29,471,Yes,Sci-fi,None,3,2.2,1
user_651,book_1590,30,511,No,Fiction,Frequent,7,4.8,1
user_652,book_677,62,435,No,History,Few,6,2.6,0
user_653,book_1546,44,493,Yes,Biography,None,10,1.5,1
user_654,book_2566,31,448,No,Mystery,Moderate,17,2.3,1
user_655,book_622,65,269,Yes,Fiction,None,17,4.4,1
user_656,book_513,60,180,No,Romance,Moderate,13,2.8,0
user_657,book_2324,34,295,No,Non-fiction,None,18,2.2,0
user_658,book_1630,44,551,No,Mystery,Moderate,16,3.9,1
user_659,book_564,24,124,Yes,Mystery,Frequent,16,1.9,1
user_660,book_602,18,158,No,Fantasy,Few,12,2.7,0
user_661,book_1857,19,430,No,Biography,Few,2,3.5,0
user_662,book_2453,29,478,No,Biography,Moderate,19,5.0,1
user_663,book_143,33,435,Yes,Fiction,Few,12,2.4,1
user_664,book_12,25,436,No,History,Frequent,17,3.1,1
user_665,book_89,39,527,No,Romance,Few,13,2.9,0
user_666,book_2096,53,323,No,Fantasy,Frequent,16,4.3,1
user_667,book_398,54,181,No,History,None,7,4.6,0
user_668,book_1737,20,495,No,Sci-fi,Moderate,7,4.8,1
user_669,book_934,41,506,No,Mystery,Moderate,4,1.6,0
user_670,book_2206,40,84,No,Biography,None,15,4.6,0
user_671,book_16,52,166,No,Fiction,Frequent,0,3.8,0
user_672,book_982,64,21,No,Fantasy,Few,13,1.4,0
user_673,book_2770,52,375,Yes,Sci-fi,Few,5,1.7,1
user_674,book_2774,49,163,No,History,Frequent,13,1.3,0
user_675,book_2193,41,69,No,Fantasy,Moderate,19,3.7,0
user_676,book_2867,39,34,No,Romance,Frequent,1,4.9,0
user_677,book_1843,47,121,No,Non-fiction,Frequent,8,1.6,0
user_678,book_2639,21,544,No,Romance,None,18,4.1,1
user_679,book_350,18,461,No,Non-fiction,Frequent,0,1.2,0
user_680,book_680,20,286,No,Non-fiction,None,12,4.4,0
user_681,book_1239,61,13,No,Romance,Frequent,3,2.6,0
user_682,book_2464,21,263,No,History,Few,18,1.8,0
user_683,book_678,62,593,No,History,None,9,1.7,0
user_684,book_2442,32,30,No,Biography,Frequent,14,3.6,0
user_685,book_2,49,358,Yes,Romance,Frequent,5,3.8,1
user_686,book_21,50,180,Yes,History,Few,6,1.2,1
user_687,book_788,23,21,No,Fantasy,None,7,1.9,0
user_688,book_2092,30,288,No,Romance,Moderate,2,3.3,0
user_689,book_1256,18,168,Yes,History,Few,6,4.4,1
user_690,book_1153,55,426,No,History,Moderate,2,2.6,0
user_691,book_1249,28,113,Yes,Mystery,None,9,3.7,1
user_692,book_2062,65,540,No,Non-fiction,Moderate,8,3.5,1
user_693,book_2621,43,337,No,Romance,None,18,2.4,0
user_694,book_2461,30,381,No,Fiction,None,14,4.9,1
user_695,book_2088,55,334,No,History,Few,11,1.2,0
user_696,book_694,19,522,No,Sci-fi,Few,3,4.4,0
user_697,book_2769,42,510,No,Non-fiction,None,4,4.9,0
user_698,book_515,22,42,Yes,Romance,None,15,4.3,1
user_699,book_1485,22,428,No,Fantasy,Frequent,19,3.5,1
user_700,book_244,48,81,No,Fiction,Moderate,9,4.2,1
user_701,book_1743,22,208,No,Sci-fi,Few,14,2.3,0
user_702,book_2795,24,94,No,Mystery,Moderate,2,1.6,0
user_703,book_2685,37,245,No,Mystery,Moderate,11,2.1,0
user_704,book_2645,62,241,No,Romance,Few,13,4.2,0
user_705,book_2525,33,248,Yes,Fantasy,Few,1,2.8,0
user_706,book_1709,65,389,Yes,Non-fiction,Few,1,1.6,1
user_707,book_1152,55,367,No,Non-fiction,Few,10,1.8,0
user_708,book_1475,67,283,No,Sci-fi,Frequent,14,3.1,0
user_709,book_2285,69,67,Yes,Non-fiction,None,2,1.5,0
user_710,book_588,51,91,Yes,Romance,Frequent,3,2.0,1
user_711,book_1747,64,209,No,Fiction,Frequent,14,3.7,0
user_712,book_2390,55,264,Yes,Mystery,None,14,1.9,1
user_713,book_178,68,243,No,History,Few,1,3.6,0
user_714,book_2601,43,48,No,History,Frequent,10,2.1,0
user_715,book_654,29,48,No,Mystery,Moderate,13,1.8,0
user_716,book_1968,38,575,Yes,Mystery,Frequent,5,2.8,1
user_717,book_2106,40,580,No,Non-fiction,Moderate,1,3.9,0
user_718,book_885,59,278,No,Biography,Few,11,1.7,0
user_719,book_1137,49,118,Yes,Fantasy,Few,5,4.8,1
user_720,book_1890,68,155,No,History,None,16,1.7,0
user_721,book_293,30,338,No,Biography,Frequent,14,1.4,1
user_722,book_1598,64,61,No,Fiction,Few,2,2.7,0
user_723,book_414,49,434,No,Romance,None,8,1.8,0
user_724,book_2363,52,111,No,Non-fiction,None,2,3.6,0
user_725,book_91,55,54,No,History,None,7,2.7,0
user_726,book_450,56,195,No,Fantasy,Moderate,15,3.8,0
user_727,book_2149,67,37,No,Sci-fi,Frequent,8,4.3,1
user_728,book_78,23,335,Yes,Fantasy,Moderate,1,1.6,1
user_729,book_468,46,371,Yes,Fiction,Moderate,16,2.6,1
user_730,book_2463,47,133,No,Sci-fi,Few,7,3.0,0
user_731,book_2554,69,146,No,Fiction,Frequent,0,3.4,0
user_732,book_2267,40,155,No,Sci-fi,None,1,3.8,0
user_733,book_1104,58,404,Yes,Biography,None,18,1.5,1
user_734,book_2568,22,265,No,Mystery,None,0,3.6,0
user_735,book_1800,53,182,No,Fiction,Moderate,5,4.2,0
user_736,book_890,65,158,No,Fiction,None,18,4.3,0
user_737,book_1035,19,458,No,History,Moderate,12,2.4,1
user_738,book_2130,59,44,No,Fantasy,Frequent,16,1.9,0
user_739,book_1538,22,355,No,History,Frequent,15,3.7,1
user_740,book_2549,51,355,No,Biography,Few,4,1.9,0
user_741,book_2708,68,519,No,Sci-fi,Moderate,19,2.3,1
user_742,book_2881,29,506,Yes,Biography,Few,19,2.8,1
user_743,book_2057,59,109,No,Romance,Few,1,3.9,0
user_744,book_2557,25,143,No,Sci-fi,None,6,2.4,0
user_745,book_2299,45,321,No,Mystery,Frequent,5,4.7,1
user_746,book_2883,19,166,No,Sci-fi,Few,8,1.5,0
user_747,book_739,18,117,No,Fantasy,Frequent,6,2.0,0
user_748,book_763,39,101,No,Fantasy,Few,5,2.2,0
user_749,book_1323,46,279,No,History,Frequent,17,2.5,0
user_750,book_2672,67,46,No,Fiction,Moderate,15,3.0,0
user_751,book_2718,60,71,Yes,Fantasy,Frequent,9,3.8,1
user_752,book_1105,46,381,No,Mystery,Moderate,17,1.2,1
user_753,book_2113,46,556,No,Biography,None,0,3.2,0
user_754,book_1435,39,73,No,Sci-fi,None,10,3.2,0
user_755,book_1450,34,206,Yes,Sci-fi,Few,5,1.3,0
user_756,book_408,47,330,Yes,Fiction,Frequent,15,3.4,1
user_757,book_2532,36,423,No,Non-fiction,Moderate,18,3.4,1
user_758,book_1365,59,392,No,Non-fiction,Few,15,4.9,1
user_759,book_1289,28,490,Yes,Non-fiction,None,4,1.7,1
user_760,book_19,42,254,No,Biography,Few,19,3.5,0
user_761,book_2945,57,139,Yes,Fiction,None,6,1.8,1
user_762,book_779,28,82,No,Romance,None,5,3.5,0
user_763,book_1085,54,62,No,Romance,Few,6,4.7,0
user_764,book_1526,37,131,No,Romance,Frequent,17,4.7,1
user_765,book_1452,62,574,No,Romance,Frequent,3,3.0,0
user_766,book_296,40,387,No,Romance,None,10,2.7,0
user_767,book_2842,65,269,Yes,Romance,Moderate,10,4.3,1
user_768,book_961,60,78,No,Fiction,Moderate,16,3.7,0
user_769,book_1057,36,72,No,Non-fiction,Few,13,1.2,0
user_770,book_2752,47,594,No,Non-fiction,None,16,4.1,1
user_771,book_2120,26,508,No,Mystery,Moderate,15,4.9,1
user_772,book_367,48,369,No,Fiction,Frequent,7,1.4,1
user_773,book_1845,19,315,No,Mystery,Moderate,13,1.8,1
user_774,book_1,25,154,Yes,Non-fiction,Moderate,10,4.9,1
user_775,book_832,28,246,Yes,Mystery,Few,2,4.4,1
user_776,book_943,50,576,Yes,Sci-fi,Few,11,4.1,1
user_777,book_43,44,202,No,History,Frequent,17,4.1,1
user_778,book_2205,65,179,No,Romance,None,12,2.0,0
user_779,book_681,42,403,No,Biography,Frequent,19,4.8,1
user_780,book_152,34,207,No,Non-fiction,Frequent,13,1.5,0
user_781,book_319,33,55,No,Biography,Frequent,15,1.8,0
user_782,book_2448,38,181,No,Romance,Frequent,19,1.5,0
user_783,book_700,45,560,No,History,Few,1,3.3,0
user_784,book_610,45,356,No,Sci-fi,Few,16,1.6,0
user_785,book_1204,67,340,Yes,Non-fiction,Few,3,4.6,1
user_786,book_1779,67,391,No,Mystery,None,10,2.6,0
user_787,book_1752,63,232,No,Biography,None,9,3.2,0
user_788,book_2291,62,221,No,Non-fiction,Moderate,11,1.5,0
user_789,book_1713,67,176,No,Mystery,None,11,2.4,0
user_790,book_2759,69,112,No,Biography,Frequent,7,3.5,0
user_791,book_1153,21,245,No,Sci-fi,Moderate,16,3.9,0
user_792,book_557,25,596,No,History,Moderate,2,2.7,0
user_793,book_1216,48,255,No,Mystery,Few,18,3.0,0
user_794,book_1142,35,571,No,Biography,Frequent,0,2.8,0
user_795,book_613,66,173,No,History,Frequent,16,4.3,1
user_796,book_1135,30,339,No,Biography,None,19,3.8,0
user_797,book_2674,30,378,No,Biography,None,7,2.3,0
user_798,book_558,45,419,Yes,Biography,Few,19,1.2,1
user_799,book_1438,27,351,Yes,Fantasy,None,2,2.7,1
user_800,book_1274,40,355,No,Mystery,Moderate,19,4.8,1
user_801,book_2750,49,339,No,Romance,Moderate,16,3.7,1
user_802,book_881,38,443,No,Mystery,Moderate,5,4.9,1
user_803,book_1665,44,423,No,Fantasy,Few,0,4.1,0
user_804,book_572,64,61,No,Mystery,Frequent,0,1.5,0
user_805,book_1532,69,117,Yes,Sci-fi,Moderate,12,1.4,1
user_806,book_877,50,120,Yes,Sci-fi,Moderate,9,2.0,1
user_807,book_675,69,154,Yes,Biography,Moderate,0,4.2,1
user_808,book_1181,20,331,No,History,Few,12,1.0,0
user_809,book_615,65,446,No,Biography,None,6,3.9,0
user_810,book_2072,60,83,No,Biography,Few,10,2.3,0
user_811,book_1381,35,318,No,Fiction,Frequent,9,3.8,1
user_812,book_1988,63,180,No,History,Moderate,10,2.0,0
user_813,book_1014,57,15,No,Fantasy,None,3,2.5,0
user_814,book_657,67,365,No,Fantasy,None,6,2.4,0
user_815,book_1979,23,507,No,Non-fiction,Frequent,5,4.3,1
user_816,book_1179,21,109,No,Fantasy,Moderate,2,2.9,0
user_817,book_2823,30,75,No,Biography,Frequent,14,4.6,1
user_818,book_1709,35,305,No,History,None,8,4.6,1
user_819,book_662,68,53,No,Non-fiction,Frequent,16,3.1,0
user_820,book_222,57,96,No,Fiction,Frequent,8,1.7,0
user_821,book_2584,51,433,Yes,Fiction,None,6,1.9,1
user_822,book_2647,54,410,No,Biography,Frequent,4,4.7,1
user_823,book_155,47,69,No,Fantasy,Moderate,18,4.4,1
user_824,book_1328,24,132,No,History,None,15,1.4,0
user_825,book_2735,63,392,Yes,Sci-fi,Moderate,12,1.7,1
user_826,book_1596,28,398,No,Sci-fi,Moderate,0,1.8,0
user_827,book_580,21,265,No,Fantasy,Few,8,1.9,0
user_828,book_1948,38,181,No,Fantasy,None,6,3.3,0
user_829,book_1318,33,239,Yes,Fantasy,Frequent,8,2.6,1
user_830,book_394,62,74,Yes,Sci-fi,Frequent,10,2.3,1
user_831,book_879,46,542,No,Romance,Frequent,4,3.2,0
user_832,book_2086,33,169,No,Biography,Moderate,9,2.7,0
user_833,book_405,44,200,No,History,Few,10,2.5,0
user_834,book_796,26,63,No,Romance,Moderate,3,3.7,0
user_835,book_645,20,282,No,Fantasy,Moderate,17,3.1,0
user_836,book_284,48,33,Yes,History,Few,15,3.3,1
user_837,book_1611,68,98,Yes,Romance,None,10,4.0,1
user_838,book_1349,46,406,No,Non-fiction,None,19,1.7,0
user_839,book_2084,54,137,No,Fantasy,Frequent,15,3.8,0
user_840,book_2529,69,205,No,Sci-fi,Frequent,13,2.7,0
user_841,book_156,30,228,Yes,Sci-fi,Few,8,4.6,1
user_842,book_371,55,544,No,History,Few,13,4.4,1
user_843,book_452,63,255,Yes,Sci-fi,Moderate,13,2.6,1
user_844,book_2176,39,299,No,Fiction,Moderate,10,4.1,1
user_845,book_2753,21,201,Yes,Fiction,None,16,1.6,1
user_846,book_431,34,44,No,Mystery,Moderate,5,4.8,0
user_847,book_2782,56,537,No,Fantasy,Moderate,15,3.6,1
user_848,book_1998,42,219,No,Mystery,Few,19,2.3,0
user_849,book_2647,34,450,Yes,History,None,9,4.7,1
user_850,book_1475,68,370,No,Fiction,Moderate,13,1.8,1
user_851,book_700,22,41,No,Biography,Frequent,16,2.8,0
user_852,book_1749,24,304,Yes,Romance,Few,6,1.0,1
user_853,book_1235,50,124,Yes,Fiction,Moderate,18,4.2,1
user_854,book_792,24,466,No,Fantasy,Frequent,6,1.7,1
user_855,book_573,54,343,Yes,Fantasy,Frequent,14,1.5,1
user_856,book_1296,44,567,Yes,History,Moderate,12,4.5,1
user_857,book_2340,65,444,No,Biography,None,0,1.8,0
user_858,book_1512,62,369,No,Non-fiction,Moderate,10,3.9,1
user_859,book_2877,68,543,No,Biography,None,15,3.3,0
user_860,book_1100,69,270,No,Romance,Moderate,14,3.9,0
user_861,book_1932,36,300,No,Non-fiction,Few,13,2.6,0
user_862,book_1090,18,342,Yes,Fiction,None,16,3.3,1
user_863,book_1442,54,494,Yes,Fiction,Moderate,11,2.8,1
user_864,book_241,46,352,No,Romance,Few,2,2.8,0
user_865,book_1978,61,104,No,Biography,None,2,1.7,0
user_866,book_2498,55,485,Yes,Romance,None,18,3.3,1
user_867,book_1977,29,158,No,Romance,Moderate,18,4.5,1
user_868,book_1048,22,160,No,Romance,Frequent,7,4.6,1
